id,title,domainKey,domainLabel,relatedIndicationKey,relatedIndicationLabel,screeningRiskTarget,minAgeMonth,maxAgeMonth,ageRange,difficulty,estimatedDurationMinutes,recommendedFrequencyPerWeek,materials,description,purpose,steps,successIndicator,observationScoreGuide,safetyNotes,sourceNote
ACT-082,Bermain Peran Belanja,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,30,36,30-36 bulan,Sedang,10,4,mainan uang/kasir dan benda rumah,Aktivitas stimulasi rumah untuk usia 30-36 bulan yang membantu anak berlatih: bermain peran membeli dan menjual benda.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan mainan uang/kasir dan benda rumah di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: bermain peran membeli dan menjual benda. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu bermain peran membeli dan menjual benda secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-083,Lampu Merah Lampu Hijau,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,36,42,36-42 bulan,Sedang,10,4,ruang luas dan instruksi merah-hijau,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: berhenti dan bergerak sesuai instruksi verbal.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan ruang luas dan instruksi merah-hijau di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: berhenti dan bergerak sesuai instruksi verbal. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu berhenti dan bergerak sesuai instruksi verbal secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-084,Menjawab Pertanyaan Apa,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,36,42,36-42 bulan,Sedang,10,5,benda rumah atau kartu gambar,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: menjawab pertanyaan apa dengan kata yang relevan.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan benda rumah atau kartu gambar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menjawab pertanyaan apa dengan kata yang relevan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menjawab pertanyaan apa dengan kata yang relevan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-085,Menggambar Lingkaran,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,36,42,36-42 bulan,Sedang,10,4,kertas dan pensil/krayon,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: menggambar bentuk lingkaran sederhana.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan kertas dan pensil/krayon di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menggambar bentuk lingkaran sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menggambar bentuk lingkaran sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-086,Puzzle 6 Keping,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,36,42,36-42 bulan,Sedang,10,4,puzzle 6 keping,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: menyusun puzzle enam keping.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan puzzle 6 keping di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyusun puzzle enam keping. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menyusun puzzle enam keping secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-087,Mengancing Baju Kancing Besar,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,36,42,36-42 bulan,Sedang,10,4,baju latihan berkancing besar,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: mengancing satu kancing besar.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan baju latihan berkancing besar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengancing satu kancing besar. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu mengancing satu kancing besar secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-088,Lompat Maju Dua Kaki,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,36,42,36-42 bulan,Sedang,10,4,garis start dan matras,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: melompat maju dengan dua kaki.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan garis start dan matras di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: melompat maju dengan dua kaki. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu melompat maju dengan dua kaki secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-089,Membedakan Atas Bawah,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,36,42,36-42 bulan,Sedang,10,4,mainan dan kotak,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: menempatkan benda sesuai konsep atas dan bawah.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan mainan dan kotak di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menempatkan benda sesuai konsep atas dan bawah. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menempatkan benda sesuai konsep atas dan bawah secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-090,Cerita Urutan Gambar,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,36,42,36-42 bulan,Sedang,10,5,dua atau tiga gambar urutan sederhana,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: menceritakan urutan gambar dengan kalimat sederhana.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan dua atau tiga gambar urutan sederhana di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menceritakan urutan gambar dengan kalimat sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menceritakan urutan gambar dengan kalimat sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-091,Menyalin Balok Jembatan,FINE_MOTOR,Gerak Halus,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,36,42,36-42 bulan,Sedang,10,4,tiga balok,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: menyusun balok menyerupai jembatan setelah dicontohkan.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan tiga balok di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyusun balok menyerupai jembatan setelah dicontohkan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menyusun balok menyerupai jembatan setelah dicontohkan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-092,Berbagi Mainan 1 Menit,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,36,42,36-42 bulan,Sedang,10,4,mainan favorit bersama,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: berbagi mainan dengan orang lain selama sekitar satu menit.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan mainan favorit bersama di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: berbagi mainan dengan orang lain selama sekitar satu menit. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu berbagi mainan dengan orang lain selama sekitar satu menit secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-093,Mengikuti Irama Tepuk,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,36,42,36-42 bulan,Sedang,10,4,pola tepuk sederhana,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: meniru pola tepuk dua sampai tiga ketukan.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan pola tepuk sederhana di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: meniru pola tepuk dua sampai tiga ketukan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu meniru pola tepuk dua sampai tiga ketukan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-094,Meronce Manik Besar,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,36,42,36-42 bulan,Sedang,10,4,tali kaku dan manik besar,Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: memasukkan manik besar ke tali.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan tali kaku dan manik besar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memasukkan manik besar ke tali. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memasukkan manik besar ke tali secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-095,Mengelompokkan Alat Makan,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,36,42,36-42 bulan,Sedang,10,4,"sendok, garpu, gelas plastik",Aktivitas stimulasi rumah untuk usia 36-42 bulan yang membantu anak berlatih: mengelompokkan benda berdasarkan jenis alat makan.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.","Siapkan sendok, garpu, gelas plastik di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengelompokkan benda berdasarkan jenis alat makan. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.",Anak mampu mengelompokkan benda berdasarkan jenis alat makan secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan makanan sesuai usia dan tidak berisiko tersedak.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-096,Klasifikasi Warna dan Bentuk,COGNITIVE,Kognitif,ASD,ASD,SOCIAL_EMOTIONAL,42,48,42-48 bulan,Sedang,10,4,balok dua warna dan dua bentuk,Aktivitas stimulasi rumah untuk usia 42-48 bulan yang membantu anak berlatih: memilah benda berdasarkan warna dan bentuk.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan balok dua warna dan dua bentuk di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: memilah benda berdasarkan warna dan bentuk. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu memilah benda berdasarkan warna dan bentuk secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-097,Menjawab Pertanyaan Dimana,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,42,48,42-48 bulan,Sedang,10,5,gambar tempat familiar,Aktivitas stimulasi rumah untuk usia 42-48 bulan yang membantu anak berlatih: menjawab pertanyaan dimana dengan jawaban lokasi sederhana.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan gambar tempat familiar di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menjawab pertanyaan dimana dengan jawaban lokasi sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menjawab pertanyaan dimana dengan jawaban lokasi sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-098,Berdiri Satu Kaki 4 Detik,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,42,48,42-48 bulan,Sedang,10,4,ruang aman,Aktivitas stimulasi rumah untuk usia 42-48 bulan yang membantu anak berlatih: berdiri satu kaki minimal empat detik.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan ruang aman di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: berdiri satu kaki minimal empat detik. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu berdiri satu kaki minimal empat detik secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-099,Menggambar Orang 3 Bagian,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,42,48,42-48 bulan,Sedang,10,4,kertas dan pensil,Aktivitas stimulasi rumah untuk usia 42-48 bulan yang membantu anak berlatih: menggambar orang dengan minimal tiga bagian tubuh.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan kertas dan pensil di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menggambar orang dengan minimal tiga bagian tubuh. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menggambar orang dengan minimal tiga bagian tubuh secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-100,Menggunting Mengikuti Garis,FINE_MOTOR,Gerak Halus,ASD,ASD,SOCIAL_EMOTIONAL,42,48,42-48 bulan,Sedang,10,4,gunting anak dan kertas bergaris,Aktivitas stimulasi rumah untuk usia 42-48 bulan yang membantu anak berlatih: menggunting mengikuti garis lurus pendek.,"Melatih koordinasi mata-tangan, ketangkasan jari, kontrol alat tulis, dan manipulasi benda kecil.",Siapkan gunting anak dan kertas bergaris di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menggunting mengikuti garis lurus pendek. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menggunting mengikuti garis lurus pendek secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Hindari benda kecil yang berisiko tertelan.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-101,Menyebut Lawan Kata Sederhana,COMMUNICATION_SPEECH,Bicara dan Bahasa,SPEECH_DELAY,Speech Delay,COMMUNICATION_SPEECH,42,48,42-48 bulan,Sedang,10,5,contoh konsep besar-kecil/panas-dingin,Aktivitas stimulasi rumah untuk usia 42-48 bulan yang membantu anak berlatih: menyebut lawan kata sederhana.,"Melatih komunikasi reseptif, ekspresif, perluasan kosakata, dan kemampuan mengikuti instruksi.",Siapkan contoh konsep besar-kecil/panas-dingin di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menyebut lawan kata sederhana. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menyebut lawan kata sederhana secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-102,Menata Urutan Cuci Tangan,COGNITIVE,Kognitif,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,42,48,42-48 bulan,Sedang,10,4,kartu langkah cuci tangan,Aktivitas stimulasi rumah untuk usia 42-48 bulan yang membantu anak berlatih: mengurutkan langkah cuci tangan secara benar.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan kartu langkah cuci tangan di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: mengurutkan langkah cuci tangan secara benar. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu mengurutkan langkah cuci tangan secara benar secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-103,Lompat Melewati Tali Rendah,GROSS_MOTOR,Gerak Kasar,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,42,48,42-48 bulan,Sedang,10,4,tali rendah di lantai,Aktivitas stimulasi rumah untuk usia 42-48 bulan yang membantu anak berlatih: melompat melewati tali rendah dengan aman.,"Melatih koordinasi otot besar, keseimbangan, kekuatan tubuh, dan kontrol gerak.",Siapkan tali rendah di lantai di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: melompat melewati tali rendah dengan aman. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu melompat melewati tali rendah dengan aman secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman. Pastikan lantai tidak licin dan area bebas sudut tajam.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-104,Memory Matching 2 Pasang,COGNITIVE,Kognitif,ADHD,ADHD,COGNITIVE_PROBLEM_SOLVING,42,48,42-48 bulan,Sedang,10,4,dua pasang kartu gambar identik,Aktivitas stimulasi rumah untuk usia 42-48 bulan yang membantu anak berlatih: menemukan pasangan kartu yang sama.,"Melatih atensi, memori kerja, pemecahan masalah, klasifikasi, urutan, dan fleksibilitas berpikir.",Siapkan dua pasang kartu gambar identik di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: menemukan pasangan kartu yang sama. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu menemukan pasangan kartu yang sama secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
ACT-105,Bermain Peran Dokter,SOCIAL_INDEPENDENCE,Sosialisasi dan Kemandirian,ASD,ASD,SOCIAL_EMOTIONAL,42,48,42-48 bulan,Sedang,10,4,mainan dokter-dokteran,Aktivitas stimulasi rumah untuk usia 42-48 bulan yang membantu anak berlatih: bergiliran menjadi dokter dan pasien.,"Melatih interaksi sosial, imitasi, regulasi emosi, kemandirian bantu diri, dan kebiasaan harian.",Siapkan mainan dokter-dokteran di tempat yang aman dan minim distraksi. | Contohkan aktivitas kepada anak: bergiliran menjadi dokter dan pasien. | Berikan kesempatan anak mencoba 3-5 kali dengan bantuan seminimal mungkin. | Berikan pujian dan catat hasil observasi sesuai indikator keberhasilan.,Anak mampu bergiliran menjadi dokter dan pasien secara konsisten minimal 2 dari 3 percobaan atau dengan bantuan yang makin berkurang.,"0=belum mampu, 1=mampu dengan bantuan, 2=mampu mandiri/konsisten","Dampingi anak selama aktivitas. Hentikan jika anak lelah, takut, atau lingkungan tidak aman.",Dikembangkan dari kerangka dataset stimulasi terapi rumah berbasis SDIDTK 2022 dan contoh aktivitas dalam PDF unggahan.
